baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
3112.78	0.08	0.32	0.25	0.806	0.873	YTHDC1
1206.26	-0.07	0.31	-0.25	0.806	0.873	PMAIP1
1222.8	0.1	0.43	0.24	0.807	0.873	NT5C2
54.88	0.13	0.54	0.24	0.807	0.873	AP001107.9
122.35	0.13	0.53	0.24	0.807	0.873	SMARCAL1
172.19	-0.21	0.86	-0.24	0.808	0.874	AC100810.1
2422.7	-0.06	0.26	-0.24	0.808	0.874	GRK6
169.46	0.1	0.42	0.24	0.808	0.874	AC003035.1
1082.83	0.13	0.52	0.24	0.81	0.876	LSM14A
1340.07	-0.12	0.51	-0.24	0.811	0.876	ISCA1
246.99	-0.1	0.43	-0.23	0.814	0.879	AC245297.3
330.12	-0.1	0.45	-0.23	0.815	0.879	LINC01619
1679.26	-0.06	0.26	-0.23	0.815	0.879	UBXN4
386.78	0.1	0.42	0.23	0.816	0.88	LINC00923
54.48	0.11	0.48	0.23	0.82	0.882	RN7SL202P
1159.68	0.08	0.37	0.22	0.822	0.884	SCYL2
406.41	-0.14	0.62	-0.22	0.823	0.884	TRAPPC4
2702.5	-0.06	0.27	-0.22	0.824	0.886	SULT1B1
95.85	-0.11	0.49	-0.22	0.827	0.888	RN7SL15P
225.97	0.1	0.45	0.22	0.827	0.888	AC008395.1
985.34	-0.07	0.32	-0.21	0.83	0.89	PSMD2
5767.75	-0.05	0.22	-0.21	0.83	0.89	LRRFIP1
3414.23	-0.12	0.56	-0.21	0.83	0.89	HDGF
2452.19	0.07	0.32	0.21	0.831	0.891	RIT1
180.63	0.08	0.4	0.21	0.831	0.891	AC092326.1
2677.46	0.06	0.29	0.21	0.835	0.894	ADAM10
5.64	0.15	0.72	0.21	0.837	0.896	RNU6-1024P
650.1	0.09	0.44	0.2	0.838	0.896	TXN
2628.53	-0.05	0.23	-0.2	0.839	0.896	PAK2
28.51	0.13	0.63	0.2	0.839	0.896	SNORA63C
32.9	0.11	0.55	0.2	0.84	0.897	AC011445.2
9477.27	-0.06	0.31	-0.2	0.842	0.899	KIAA1551
524.77	0.07	0.36	0.19	0.846	0.901	RAD9A
1685.49	-0.06	0.3	-0.19	0.847	0.902	RTF2
1981.13	0.1	0.51	0.19	0.848	0.902	LILRA5
6815.06	-0.05	0.26	-0.19	0.848	0.902	STK10
203.2	0.08	0.41	0.19	0.849	0.903	AC012645.2
186.36	-0.09	0.47	-0.19	0.851	0.904	PEBP1P3
3878.67	-0.07	0.36	-0.19	0.851	0.904	HCK
1343	0.05	0.29	0.19	0.851	0.904	PPP4R2
3570.47	0.06	0.34	0.19	0.851	0.904	SMG1P1
4870.85	0.06	0.35	0.18	0.854	0.906	PTPRJ
3197.71	-0.09	0.49	-0.18	0.854	0.906	DDIT4
163.12	0.11	0.6	0.18	0.855	0.907	SNORA75
8438.16	0.05	0.3	0.18	0.856	0.907	ITM2B
583.27	0.06	0.33	0.18	0.857	0.908	GABRG2
2723.32	-0.07	0.37	-0.18	0.857	0.908	ERGIC1
5193.5	0.06	0.34	0.18	0.857	0.908	NLRP1
40399.49	-0.08	0.44	-0.18	0.857	0.908	DUSP1
376.12	-0.13	0.71	-0.18	0.859	0.909	HERC4
186.5	0.08	0.44	0.17	0.862	0.911	AC068631.1
1865.85	-0.05	0.31	-0.17	0.862	0.911	VPS8
214.87	0.08	0.46	0.17	0.863	0.912	RN7SL121P
2705.25	-0.09	0.55	-0.17	0.864	0.912	WBP2
2769.69	0.06	0.37	0.17	0.866	0.914	ATP6V1B2
2418.3	0.1	0.61	0.17	0.866	0.914	HLA-DQA1
4.47	0.12	0.7	0.17	0.867	0.914	RNU6-645P
3775.15	0.05	0.3	0.17	0.868	0.915	ATP11B
220	-0.08	0.48	-0.16	0.869	0.916	AC006435.4
220	-0.08	0.48	-0.16	0.869	0.916	AC015967.2
220	-0.08	0.48	-0.16	0.869	0.916	AL356737.1
220.76	-0.07	0.43	-0.16	0.87	0.916	NUTM2A-AS1
337.03	0.08	0.47	0.16	0.871	0.917	AC008115.3
6.26	-0.12	0.73	-0.16	0.871	0.917	RNU4-62P
2645.93	0.09	0.58	0.16	0.873	0.918	CNOT1
2197.27	0.06	0.35	0.16	0.873	0.918	LPIN2
4029.26	0.06	0.35	0.16	0.874	0.918	SQSTM1
1785	-0.04	0.27	-0.15	0.878	0.921	GLS
761.57	0.05	0.32	0.15	0.878	0.922	STRAP
3790.66	-0.04	0.26	-0.15	0.88	0.923	PARP8
4577.75	-0.06	0.39	-0.15	0.881	0.924	ALOX5
205.6	-0.07	0.46	-0.15	0.882	0.924	SNHG9
651.08	0.09	0.58	0.15	0.883	0.925	STMP1
2105.42	0.05	0.31	0.15	0.883	0.925	AKAP17A
1519.29	0.1	0.7	0.15	0.883	0.925	CAST
3622.67	0.05	0.37	0.15	0.883	0.925	FLOT2
1300.29	-0.04	0.28	-0.14	0.885	0.926	RAB5B
191.74	0.07	0.46	0.14	0.885	0.926	AC022007.1
1758.29	-0.06	0.42	-0.14	0.888	0.928	CD63
1134.57	0.06	0.41	0.14	0.888	0.928	RHOF
3350.58	-0.05	0.34	-0.14	0.889	0.928	CD83
657.89	-0.09	0.68	-0.14	0.889	0.929	AC093484.3
226.85	0.12	0.87	0.14	0.89	0.929	IGHV4-39
2925.26	-0.05	0.39	-0.14	0.891	0.93	WASF2
271.35	0.06	0.43	0.14	0.892	0.93	TATDN3
119.78	0.11	0.84	0.13	0.893	0.931	RNU2-63P
1217.74	-0.06	0.47	-0.13	0.893	0.931	HNRNPD
1246.14	0.05	0.37	0.13	0.894	0.932	RALY
2049.14	0.06	0.44	0.13	0.895	0.932	SPATA13
844.04	0.04	0.3	0.13	0.899	0.936	SPG21
886.21	-0.04	0.29	-0.12	0.901	0.938	RASEF
4.19	0.09	0.73	0.12	0.901	0.938	RNU6-476P
450.57	-0.04	0.33	-0.12	0.902	0.938	EFCAB3
2383.06	-0.03	0.21	-0.12	0.903	0.939	SP100
2609.14	0.03	0.26	0.12	0.905	0.94	CCDC88B
621.37	-0.04	0.36	-0.11	0.908	0.943	ZFAND2A
3471.11	0.04	0.36	0.11	0.909	0.943	JAK3
4419.03	-0.06	0.52	-0.11	0.909	0.944	RNF11
2483.89	0.03	0.29	0.11	0.91	0.944	MYLIP
835.14	-0.04	0.32	-0.11	0.91	0.944	TNFSF13B
5600.14	0.04	0.39	0.11	0.91	0.944	MNDA
1580.49	0.04	0.34	0.11	0.911	0.944	PPP4R3A
64.22	0.06	0.51	0.11	0.912	0.945	FMR1-IT1
5005.46	0.03	0.23	0.11	0.913	0.946	BACH1
3785.39	-0.05	0.46	-0.11	0.914	0.946	PYGL
190.83	0.05	0.45	0.11	0.915	0.947	EFCAB11
448.35	0.04	0.38	0.11	0.915	0.947	AC006480.2
100.83	-0.05	0.49	-0.1	0.918	0.949	GLMP
5.01	-0.07	0.67	-0.1	0.918	0.949	RNU6-82P
2278.32	-0.05	0.5	-0.1	0.92	0.951	MAPK14
106.64	0.05	0.47	0.1	0.921	0.951	LIPT1
2573.88	-0.03	0.25	-0.1	0.921	0.951	ELOVL5
203.06	0.04	0.42	0.1	0.921	0.951	AC092184.1
110.45	-0.07	0.69	-0.1	0.922	0.951	SNORA40B
1190.37	0.03	0.34	0.1	0.923	0.952	BCL10
347.86	0.03	0.36	0.1	0.924	0.953	NSRP1
6037.93	-0.03	0.31	-0.09	0.925	0.953	OGA
890.67	0.03	0.31	0.09	0.926	0.954	RBM22
528.05	-0.04	0.46	-0.09	0.927	0.954	UBE2D1
408.09	0.05	0.53	0.09	0.927	0.954	AL645939.1
3051.8	0.03	0.31	0.09	0.927	0.954	ANXA11
822.6	-0.03	0.33	-0.09	0.931	0.957	AL023875.1
1679.98	0.04	0.42	0.09	0.931	0.957	ZBTB11
24.61	0.05	0.58	0.08	0.933	0.958	SNORA70G
3931.71	-0.03	0.37	-0.08	0.936	0.96	KAT6A
67.42	-0.04	0.46	-0.08	0.939	0.962	RN7SL693P
962.54	-0.03	0.38	-0.07	0.942	0.964	COQ10B
2129.99	-0.03	0.41	-0.07	0.943	0.965	TBC1D14
161.58	-0.03	0.47	-0.07	0.944	0.966	AC106795.2
210.91	0.03	0.44	0.07	0.944	0.966	AC006435.2
2516.89	-0.04	0.61	-0.07	0.946	0.967	SREK1
2374.05	-0.02	0.25	-0.07	0.947	0.968	SCAF11
2183	0.03	0.38	0.07	0.948	0.968	ARL6IP1
4978.35	-0.02	0.32	-0.06	0.949	0.969	PTPN6
115.88	0.03	0.47	0.06	0.949	0.969	TERB1
3369.6	-0.02	0.28	-0.06	0.949	0.969	PPP1R9B
418.72	0.04	0.67	0.06	0.951	0.97	SENP7
22.32	-0.04	0.7	-0.06	0.951	0.97	SNORA15B-1
22.32	-0.04	0.7	-0.06	0.951	0.97	SNORA15B-2
285.19	-0.03	0.41	-0.06	0.952	0.97	SHC1
324.45	-0.02	0.42	-0.06	0.953	0.971	RN7SL605P
1933.14	-0.03	0.45	-0.06	0.953	0.971	MAF1
1108.83	0.03	0.5	0.06	0.954	0.972	ZDHHC2
2028.21	0.03	0.48	0.06	0.954	0.972	HELZ
2437.3	0.01	0.22	0.06	0.954	0.972	JARID2
1208.51	-0.02	0.31	-0.05	0.957	0.974	RNF141
7.69	-0.04	0.8	-0.05	0.958	0.974	SNORD13E
3602.03	-0.02	0.44	-0.05	0.958	0.974	ZFP36L2
2765.46	0.02	0.28	0.05	0.958	0.974	ITSN2
3612.45	0.02	0.35	0.05	0.958	0.975	TYROBP
3484.01	0.01	0.26	0.05	0.959	0.976	PJA2
134.56	-0.03	0.5	-0.05	0.96	0.976	AC020913.2
36.11	0.03	0.67	0.05	0.962	0.977	SNORA58
864.49	0.03	0.55	0.05	0.962	0.977	Z93241.1
2135.43	-0.02	0.37	-0.04	0.964	0.979	RETREG2
2383.02	0.02	0.36	0.04	0.964	0.979	ANP32A
3583.11	-0.01	0.24	-0.04	0.965	0.979	INPP5D
121.56	0.02	0.44	0.04	0.965	0.979	RGS17P1
8351.14	0.01	0.28	0.04	0.965	0.979	KLF6
1064.74	-0.01	0.32	-0.04	0.967	0.98	AKIRIN2
874.01	-0.02	0.41	-0.04	0.968	0.981	NOP10
1652.19	0.02	0.57	0.04	0.968	0.981	ZC3H11A
395.58	-0.01	0.37	-0.04	0.97	0.982	TMEM182
629.34	-0.02	0.42	-0.04	0.971	0.983	RMC1
883.22	0.01	0.37	0.04	0.971	0.983	ATP6AP1
70.52	-0.02	0.53	-0.04	0.971	0.983	RN7SL73P
2909.71	0.01	0.33	0.04	0.972	0.983	TYMP
895.37	0.01	0.32	0.04	0.972	0.983	RAP2C
155.92	0.01	0.46	0.03	0.976	0.985	RASL10B
570.21	0.01	0.31	0.03	0.976	0.986	NMI
142.99	-0.01	0.42	-0.03	0.976	0.986	VASH2
78.44	0.01	0.48	0.03	0.978	0.987	RN7SL744P
1744.89	0.01	0.43	0.03	0.979	0.987	TBXAS1
598.56	0.01	0.53	0.03	0.979	0.987	ECD
222.47	-0.01	0.41	-0.02	0.982	0.989	ECT2
108.69	0.01	0.5	0.02	0.983	0.99	RN7SL718P
441.83	0.01	0.46	0.02	0.983	0.99	NRBF2
3283.9	0.01	0.5	0.02	0.985	0.991	ST13
6832.17	0	0.22	0.02	0.986	0.991	SMG1
8005.4	-0.01	0.35	-0.02	0.986	0.992	SYNE2
1552.86	0.01	0.51	0.02	0.987	0.992	VTI1B
4129.26	0.01	0.34	0.02	0.987	0.992	SNRK
3712.41	0	0.29	-0.01	0.988	0.993	EHBP1L1
1924.36	0	0.33	0.01	0.989	0.994	TUBB4B
235.44	0	0.43	0.01	0.992	0.996	AC008946.1
124.06	0	0.49	0.01	0.993	0.997	CEP112
2894.22	0	0.22	0.01	0.994	0.997	TAP1
1693.96	0	0.34	0.01	0.994	0.997	CDK12
9.55	0	0.62	-0.01	0.995	0.998	MIR590
792.97	0	0.62	0.01	0.996	0.998	VPS39
2845.22	0	0.25	0.01	0.996	0.998	DYRK1A
2853.44	0	0.29	0	0.997	0.998	UBQLN1
684.99	0	0.33	0	0.998	0.999	RNF167
1903.8	0	0.35	0	0.998	0.999	RNF166
2045.84	0	0.83	0	0.999	1	LINC00926
2539.93	0	0.29	0	0.999	1	ARHGAP15
860.23	0	0.46	0	0.999	1	PTGES3
685.7	0	0.39	0	0.999	1	MBD4
2124.2	0	0.31	0	1	1	NRDC
2094.85	-0.31	0.75	-0.41	1	1	FCGR3A
2069.26	-0.21	0.86	-0.24	1	1	IGHG1
380.26	-0.76	1.05	-0.72	1	1	IGKV2-28
641.22	-0.5	0.73	-0.68	1	1	IGLV2-14
2904.57	-0.03	0.59	-0.06	1	1	METTL9
1320.13	-1.16	0.61	-1.91	1	1	OSM
1281.9	-0.09	0.57	-0.17	1	1	PA2G4
989.25	-0.19	0.61	-0.31	1	1	POLR1D
1304.87	0.63	0.68	0.93	1	1	RF00019
1935.5	-0.68	0.56	-1.2	1	1	SNX18
4796.39	-0.09	0.52	-0.18	1	1	SOCS3
1096.25	1.06	0.5	2.13	1	1	SOD1
1089.95	-0.1	0.57	-0.17	1	1	UCP2
